AIR,,333,3,A57B4D,103,2025/02/12,23:38:11.865,2025/02/12,23:38:11.865
MSG,5,333,3,A57B4D,103,2025/02/12,23:38:11.866,2025/02/12,23:38:11.866,,13900,,,,,,,0,,0,0
MSG,5,333,3,A57B4D,103,2025/02/12,23:38:11.866,2025/02/12,23:38:11.866,,13900,,,,,,,0,,0,0
MSG,5,333,3,A57B4D,103,2025/02/12,23:38:16.890,2025/02/12,23:38:16.890,,14250,,,,,,,0,,0,0
MSG,5,333,3,A57B4D,103,2025/02/12,23:38:20.821,2025/02/12,23:38:20.821,,14525,,,,,,,0,,0,0
MSG,5,333,3,A57B4D,103,2025/02/12,23:38:21.968,2025/02/12,23:38:21.968,,14600,,,,,,,0,,0,0
MSG,5,333,3,A57B4D,103,2025/02/12,23:38:24.153,2025/02/12,23:38:24.153,,14725,,,,,,,0,,0,0
MSG,4,333,3,A57B4D,103,2025/02/12,23:38:24.207,2025/02/12,23:38:24.207,,,345.0,140.0,,,3648,,,,,
MSG,5,333,3,A57B4D,103,2025/02/12,23:38:25.245,2025/02/12,23:38:25.245,,14800,,,,,,,0,,0,0
MSG,5,333,3,A57B4D,103,2025/02/12,23:38:26.610,2025/02/12,23:38:26.610,,14900,,,,,,,0,,0,0
MSG,5,333,3,A57B4D,103,2025/02/12,23:38:26.610,2025/02/12,23:38:26.610,,14900,,,,,,,0,,0,0
AIR,,333,4,8990D8,104,2025/02/12,23:38:27.046,2025/02/12,23:38:27.046
MSG,5,333,3,A57B4D,103,2025/02/12,23:38:28.193,2025/02/12,23:38:28.193,,14975,,,,,,,0,,0,0
MSG,4,333,3,A57B4D,103,2025/02/12,23:38:28.194,2025/02/12,23:38:28.194,,,345.0,140.0,,,3264,,,,,
MSG,5,333,3,A57B4D,103,2025/02/12,23:38:28.522,2025/02/12,23:38:28.522,,15000,,,,,,,0,,0,0
MSG,5,333,4,8990D8,104,2025/02/12,23:38:31.580,2025/02/12,23:38:31.580,,28000,,,,,,,0,,0,0
MSG,5,333,3,A57B4D,103,2025/02/12,23:38:32.234,2025/02/12,23:38:32.234,,15175,,,,,,,0,,0,0
MSG,4,333,3,A57B4D,103,2025/02/12,23:38:32.235,2025/02/12,23:38:32.235,,,346.0,140.2,,,2880,,,,,
MSG,5,333,3,A57B4D,103,2025/02/12,23:38:38.242,2025/02/12,23:38:38.242,,15450,,,,,,,0,,0,0
MSG,5,333,3,A57B4D,103,2025/02/12,23:38:39.553,2025/02/12,23:38:39.553,,15500,,,,,,,0,,0,0
MSG,4,333,3,A57B4D,103,2025/02/12,23:38:40.209,2025/02/12,23:38:40.209,,,350.0,140.2,,,2112,,,,,
MSG,5,333,3,A57B4D,103,2025/02/12,23:38:40.536,2025/02/12,23:38:40.536,,15525,,,,,,,0,,0,0
MSG,5,333,3,A57B4D,103,2025/02/12,23:38:42.283,2025/02/12,23:38:42.283,,15600,,,,,,,0,,0,0
MSG,4,333,3,A57B4D,103,2025/02/12,23:38:42.283,2025/02/12,23:38:42.283,,,352.0,140.2,,,1920,,,,,
MSG,5,333,3,A57B4D,103,2025/02/12,23:38:44.304,2025/02/12,23:38:44.304,,15650,,,,,,,0,,0,0
MSG,3,333,3,A57B4D,103,2025/02/12,23:38:47.253,2025/02/12,23:38:47.253,,15750,,,37.27130,-121.92586,,,0,0,0,0
MSG,4,333,3,A57B4D,103,2025/02/12,23:38:47.253,2025/02/12,23:38:47.253,,,356.0,140.2,,,1728,,,,,
MSG,5,333,3,A57B4D,103,2025/02/12,23:38:48.236,2025/02/12,23:38:48.236,,15775,,,,,,,0,,0,0
MSG,4,333,3,A57B4D,103,2025/02/12,23:38:48.290,2025/02/12,23:38:48.290,,,357.0,140.2,,,1728,,,,,
ID,,333,3,A57B4D,103,2025/02/12,23:38:48.782,2025/02/12,23:38:48.782,UAL412
MSG,5,333,3,A57B4D,103,2025/02/12,23:38:49.328,2025/02/12,23:38:49.328,,15800,,,,,,,0,,0,0
MSG,4,333,3,A57B4D,103,2025/02/12,23:38:49.328,2025/02/12,23:38:49.328,,,357.0,140.2,,,1792,,,,,
MSG,6,333,3,A57B4D,103,2025/02/12,23:38:49.983,2025/02/12,23:38:49.983,,15800,,,,,,0098,0,0,0,0
MSG,5,333,3,A57B4D,103,2025/02/12,23:38:52.222,2025/02/12,23:38:52.222,,15900,,,,,,,0,,0,0
MSG,4,333,3,A57B4D,103,2025/02/12,23:38:52.223,2025/02/12,23:38:52.223,,,360.0,140.2,,,1984,,,,,
MSG,5,333,3,A57B4D,103,2025/02/12,23:38:53.205,2025/02/12,23:38:53.205,,15925,,,,,,,0,,0,0
MSG,5,333,3,A57B4D,103,2025/02/12,23:38:54.243,2025/02/12,23:38:54.243,,15950,,,,,,,0,,0,0
MSG,4,333,3,A57B4D,103,2025/02/12,23:38:54.243,2025/02/12,23:38:54.243,,,361.0,140.3,,,2048,,,,,
MSG,3,333,3,A57B4D,103,2025/02/12,23:38:55.335,2025/02/12,23:38:55.335,,16000,,,37.26088,-121.91504,,,0,0,0,0
MSG,4,333,3,A57B4D,103,2025/02/12,23:38:55.335,2025/02/12,23:38:55.335,,,362.0,140.3,,,2112,,,,,
MSG,5,333,3,A57B4D,103,2025/02/12,23:38:56.263,2025/02/12,23:38:56.263,,16025,,,,,,,0,,0,0
